NOMBRE_DEPARTAMENTO,NOMBRE_MUNICIPIO,NOMBRE_SERVICIO,ESTADO_DEL_VEHICULO,NOMBRE_DE_LA_CLASE,FECHA DE REGISTRO,CANTIDAD
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMIONETA,1938,3
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,AUTOMOVIL,1938,53
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1938,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1938,1
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,CAMIONETA,1938,1
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMIONETA,1938,2
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMIONETA,1938,11
BOYACA,COMBITA,PUBLICO,ACTIVO,VOLQUETA,1938,1
CALDAS,LA DORADA,PARTICULAR,ACTIVO,AUTOMOVIL,1938,1
CALDAS,MANIZALES,PARTICULAR,ACTIVO,AUTOMOVIL,1938,1
CAQUETA,FLORENCIA,PUBLICO,ACTIVO,AUTOMOVIL,1938,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,AUTOMOVIL,1938,1
SANTANDER,BARRANCABERMEJA,PARTICULAR,ACTIVO,CAMIONETA,1938,1
SANTANDER,BUCARAMANGA,PUBLICO,ACTIVO,BUSETA,1938,1
SUCRE,SAMPUES,PARTICULAR,ACTIVO,MOTOCICLETA,1938,1
TOLIMA,IBAGUE,PARTICULAR,ACTIVO,AUTOMOVIL,1938,1
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,AUTOMOVIL,1939,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,1939,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1939,4
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,AUTOMOVIL,1939,1
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,AUTOMOVIL,1939,9
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,AUTOMOVIL,1939,1
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMION,1939,4
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMION,1939,2
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMIONETA,1939,2
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,VOLQUETA,1939,1
ATLANTICO,BARANOA,PUBLICO,ACTIVO,CAMION,1939,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,AUTOMOVIL,1939,184
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,AUTOMOVIL,1939,2
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,AUTOMOVIL,1939,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1939,23
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1939,7
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMIONETA,1939,7
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMIONETA,1939,37
CALDAS,CHINCHINA,PARTICULAR,ACTIVO,AUTOMOVIL,1939,1
CALDAS,LA DORADA,PARTICULAR,ACTIVO,CAMIONETA,1939,1
CALDAS,MANIZALES,PARTICULAR,ACTIVO,AUTOMOVIL,1939,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,CAMIONETA,1939,4
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,CAMION,1939,1
CUNDINAMARCA,EL ROSAL,PARTICULAR,ACTIVO,CAMIONETA,1939,1
CUNDINAMARCA,FUSAGASUGA,PARTICULAR,ACTIVO,AUTOMOVIL,1939,2
CUNDINAMARCA,SESQUILE,PARTICULAR,ACTIVO,AUTOMOVIL,1939,1
HUILA,GARZON,PARTICULAR,ACTIVO,CAMION,1939,1
NORTE DE SANTANDER,PAMPLONA,PARTICULAR,ACTIVO,AUTOMOVIL,1939,1
NORTE DE SANTANDER,PAMPLONA,PUBLICO,ACTIVO,CAMION,1939,1
RISARALDA,PEREIRA,PARTICULAR,ACTIVO,AUTOMOVIL,1939,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,AUTOMOVIL,1939,2
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,BUSETA,1939,5
SANTANDER,BUCARAMANGA,PUBLICO,ACTIVO,BUSETA,1939,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,CAMION,1939,2
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,CAMIONETA,1939,2
SANTANDER,FLORIDABLANCA,PARTICULAR,ACTIVO,CAMION,1939,1
VALLE DEL CAUCA,GUACARI,PARTICULAR,ACTIVO,AUTOMOVIL,1939,1
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PARTICULAR,ACTIVO,CAMION,1939,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1940,16
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMION,1940,2
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMIONETA,1940,3
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,AUTOMOVIL,1940,17
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,AUTOMOVIL,1940,2
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,BUS,1940,2
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMION,1940,2
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMION,1940,2
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMIONETA,1940,4
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMIONETA,1940,3
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,VOLQUETA,1940,1
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,AUTOMOVIL,1940,2
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,AUTOMOVIL,1940,180
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1940,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1940,9
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMIONETA,1940,6
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMIONETA,1940,35
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMPERO,1940,1
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,CAMION,1940,1
BOLIVAR,TURBACO,PARTICULAR,ACTIVO,AUTOMOVIL,1940,1
BOYACA,SANTA ROSA DE VITERBO,PARTICULAR,ACTIVO,AUTOMOVIL,1940,1
CALDAS,LA DORADA,PARTICULAR,ACTIVO,CAMIONETA,1940,1
CALDAS,MANIZALES,PARTICULAR,ACTIVO,AUTOMOVIL,1940,1
CALDAS,MANIZALES,PARTICULAR,ACTIVO,VOLQUETA,1940,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,CAMION,1940,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,CAMIONETA,1940,3
CUNDINAMARCA,CHIA,PARTICULAR,ACTIVO,AUTOMOVIL,1940,1
CUNDINAMARCA,SESQUILE,PARTICULAR,ACTIVO,AUTOMOVIL,1940,1
HUILA,GARZON,PUBLICO,ACTIVO,CAMIONETA,1940,1
MAGDALENA,EL BANCO,PARTICULAR,ACTIVO,VOLQUETA,1940,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,AUTOMOVIL,1940,7
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,BUSETA,1940,7
SANTANDER,BUCARAMANGA,PUBLICO,ACTIVO,BUSETA,1940,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,CAMION,1940,1
SANTANDER,BUCARAMANGA,PUBLICO,ACTIVO,MICROBUS,1940,1
SANTANDER,GIRON,PARTICULAR,ACTIVO,CAMIONETA,1940,1
VALLE DEL CAUCA,CALI,PARTICULAR,ACTIVO,CAMION,1940,1
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,CAMION,1940,1
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,CAMIONETA,1940,1
VALLE DEL CAUCA,ZARZAL,PUBLICO,ACTIVO,CAMION,1940,1
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,AUTOMOVIL,1941,1
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,CAMION,1941,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,CAMION,1941,2
ANTIOQUIA,MARINILLA,PUBLICO,ACTIVO,BUS,1941,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1941,21
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,CAMION,1941,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMION,1941,4
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMIONETA,1941,6
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,AUTOMOVIL,1941,4
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,AUTOMOVIL,1941,37
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,BUS,1941,3
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,BUS,1941,2
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMION,1941,8
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMION,1941,12
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMIONETA,1941,11
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMIONETA,1941,4
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,VOLQUETA,1941,2
ANTIOQUIA,URRAO,PARTICULAR,ACTIVO,CAMION,1941,1
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,AUTOMOVIL,1941,5
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,AUTOMOVIL,1941,3
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,AUTOMOVIL,1941,240
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,BUSETA,1941,1
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1941,6
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1941,28
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMIONETA,1941,51
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMIONETA,1941,2
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,AUTOMOVIL,1941,1
BOYACA,COMBITA,PARTICULAR,ACTIVO,CAMION,1941,2
BOYACA,DUITAMA,PARTICULAR,ACTIVO,AUTOMOVIL,1941,1
BOYACA,DUITAMA,PARTICULAR,ACTIVO,CAMION,1941,1
CALDAS,LA DORADA,PARTICULAR,ACTIVO,AUTOMOVIL,1941,2
CALDAS,MANIZALES,PARTICULAR,ACTIVO,AUTOMOVIL,1941,2
CALDAS,MANIZALES,PARTICULAR,ACTIVO,CAMIONETA,1941,1
CAQUETA,BELEN DE LOS ANDAQUIES,PARTICULAR,ACTIVO,AUTOMOVIL,1941,1
CAQUETA,BELEN DE LOS ANDAQUIES,PARTICULAR,ACTIVO,VOLQUETA,1941,2
CAUCA,PATIA,PUBLICO,ACTIVO,CAMION,1941,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,AUTOMOVIL,1941,1
CAUCA,TIMBIO,PUBLICO,ACTIVO,CAMIONETA,1941,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,CAMIONETA,1941,1
CUNDINAMARCA,CAQUEZA,PARTICULAR,ACTIVO,CAMION,1941,1
CUNDINAMARCA,CHOCONTA,PUBLICO,ACTIVO,CAMION,1941,1
CUNDINAMARCA,MOSQUERA,PARTICULAR,ACTIVO,CAMION,1941,1
CUNDINAMARCA,SESQUILE,PARTICULAR,ACTIVO,AUTOMOVIL,1941,2
CUNDINAMARCA,SESQUILE,PARTICULAR,ACTIVO,CAMION,1941,1
CUNDINAMARCA,SESQUILE,PARTICULAR,ACTIVO,CAMIONETA,1941,1
HUILA,GARZON,PUBLICO,ACTIVO,CAMIONETA,1941,1
NARINO,TANGUA,PARTICULAR,ACTIVO,CAMIONETA,1941,1
NARINO,TANGUA,PARTICULAR,ACTIVO,VOLQUETA,1941,1
NORTE DE SANTANDER,OCANA,PARTICULAR,ACTIVO,MOTOCICLETA,1941,1
SANTANDER,BARRANCABERMEJA,PARTICULAR,ACTIVO,BUSETA,1941,1
SANTANDER,BARRANCABERMEJA,PARTICULAR,ACTIVO,CAMIONETA,1941,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,AUTOMOVIL,1941,13
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,BUSETA,1941,5
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,CAMION,1941,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,MICROBUS,1941,1
VALLE DEL CAUCA,CALI,PARTICULAR,ACTIVO,CAMIONETA,1941,1
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PARTICULAR,ACTIVO,CAMION,1941,2
VALLE DEL CAUCA,SEVILLA,PARTICULAR,ACTIVO,MOTOCICLETA,1941,1
VALLE DEL CAUCA,YUMBO,PARTICULAR,ACTIVO,AUTOMOVIL,1941,1
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,CAMION,1942,1
ANTIOQUIA,CAUCASIA,PUBLICO,ACTIVO,CAMION,1942,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1942,9
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMION,1942,1
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,AUTOMOVIL,1942,12
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,AUTOMOVIL,1942,1
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,BUS,1942,3
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,BUS,1942,5
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMION,1942,11
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMION,1942,12
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMIONETA,1942,9
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMIONETA,1942,6
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,VOLQUETA,1942,1
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,VOLQUETA,1942,2
ATLANTICO,BARANOA,PARTICULAR,ACTIVO,CAMION,1942,3
ATLANTICO,BARANOA,PUBLICO,ACTIVO,CAMION,1942,1
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,AUTOMOVIL,1942,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,AUTOMOVIL,1942,115
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1942,28
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1942,15
BOGOTA D.C.,BOGOTA,OFICIAL,ACTIVO,CAMION,1942,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMIONETA,1942,34
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMIONETA,1942,3
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMPERO,1942,6
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,MOTOCICLETA,1942,2
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,VOLQUETA,1942,1
BOYACA,COMBITA,PARTICULAR,ACTIVO,CAMION,1942,2
BOYACA,COMBITA,PUBLICO,ACTIVO,CAMION,1942,1
BOYACA,MONIQUIRA,PARTICULAR,ACTIVO,CAMION,1942,1
BOYACA,SANTA ROSA DE VITERBO,PUBLICO,ACTIVO,TRACTOCAMION,1942,1
BOYACA,SANTA ROSA DE VITERBO,PARTICULAR,ACTIVO,VOLQUETA,1942,1
CALDAS,LA DORADA,PARTICULAR,ACTIVO,AUTOMOVIL,1942,1
CALDAS,MANIZALES,PARTICULAR,ACTIVO,CAMION,1942,1
CALDAS,MANIZALES,PARTICULAR,ACTIVO,CAMPERO,1942,1
CAQUETA,BELEN DE LOS ANDAQUIES,PUBLICO,ACTIVO,TRACTOCAMION,1942,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,CAMION,1942,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,CAMIONETA,1942,3
CORDOBA,LA APARTADA,PARTICULAR,ACTIVO,CAMION,1942,1
CUNDINAMARCA,CHOCONTA,PARTICULAR,ACTIVO,MOTOCICLETA,1942,1
CUNDINAMARCA,FUSAGASUGA,PARTICULAR,ACTIVO,CAMION,1942,1
CUNDINAMARCA,LA CALERA,PARTICULAR,ACTIVO,AUTOMOVIL,1942,1
CUNDINAMARCA,PACHO,PARTICULAR,ACTIVO,CAMION,1942,1
CUNDINAMARCA,SESQUILE,PARTICULAR,ACTIVO,AUTOMOVIL,1942,3
CUNDINAMARCA,SESQUILE,PUBLICO,ACTIVO,CAMIONETA,1942,1
CUNDINAMARCA,TENJO,PARTICULAR,ACTIVO,CAMION,1942,1
HUILA,PITALITO,OFICIAL,ACTIVO,CAMION,1942,1
HUILA,RIVERA,PARTICULAR,ACTIVO,CAMION,1942,2
META,GUAMAL,PARTICULAR,ACTIVO,CAMIONETA,1942,1
QUINDIO,CIRCASIA,PARTICULAR,ACTIVO,CAMPERO,1942,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,AUTOMOVIL,1942,10
SANTANDER,BUCARAMANGA,PUBLICO,ACTIVO,BUSETA,1942,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,BUSETA,1942,4
SANTANDER,BUCARAMANGA,PUBLICO,ACTIVO,MICROBUS,1942,3
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,MICROBUS,1942,4
TOLIMA,ALVARADO,PUBLICO,ACTIVO,CAMION,1942,1
TOLIMA,ARMERO,PUBLICO,ACTIVO,CAMION,1942,1
TOLIMA,GUAMO,PARTICULAR,ACTIVO,CAMION,1942,1
TOLIMA,PURIFICACION,PARTICULAR,ACTIVO,CAMION,1942,1
VALLE DEL CAUCA,CAICEDONIA,PUBLICO,ACTIVO,VOLQUETA,1942,1
VALLE DEL CAUCA,CALI,PARTICULAR,ACTIVO,CAMION,1942,1
VALLE DEL CAUCA,CALI,PUBLICO,ACTIVO,CAMION,1942,2
VALLE DEL CAUCA,CARTAGO,PARTICULAR,ACTIVO,CAMION,1942,1
VALLE DEL CAUCA,CARTAGO,PARTICULAR,ACTIVO,CAMIONETA,1942,1
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PUBLICO,ACTIVO,CAMION,1942,1
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PARTICULAR,ACTIVO,CAMION,1942,1
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,CAMION,1942,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1943,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMION,1943,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1943,1
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1943,1
BOLIVAR,MOMPOS,PARTICULAR,ACTIVO,MOTOCICLETA,1943,1
BOLIVAR,SANTA ROSA,PUBLICO,ACTIVO,AUTOMOVIL,1943,1
CALDAS,CHINCHINA,PUBLICO,ACTIVO,CAMPERO,1943,1
CAUCA,TIMBIO,PARTICULAR,ACTIVO,CAMIONETA,1943,1
CUNDINAMARCA,SESQUILE,PARTICULAR,ACTIVO,AUTOMOVIL,1943,2
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,AUTOMOVIL,1943,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,BUSETA,1943,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,CAMION,1943,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,CAMPERO,1943,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,MOTOCARRO,1943,1
TOLIMA,GUAMO,PARTICULAR,ACTIVO,CAMION,1943,1
TOLIMA,HONDA,PUBLICO,ACTIVO,MICROBUS,1943,1
VALLE DEL CAUCA,CALI,PARTICULAR,ACTIVO,VOLQUETA,1943,1
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PARTICULAR,ACTIVO,CAMION,1943,1
VALLE DEL CAUCA,SEVILLA,PUBLICO,ACTIVO,CAMPERO,1943,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1944,4
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMIONETA,1944,3
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMION,1944,3
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMION,1944,2
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,VOLQUETA,1944,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1944,5
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1944,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMPERO,1944,1
BOYACA,NOBSA,PARTICULAR,ACTIVO,CAMPERO,1944,1
BOYACA,SABOYA,PARTICULAR,ACTIVO,CAMION,1944,1
BOYACA,SABOYA,PUBLICO,ACTIVO,CAMION,1944,1
MAGDALENA,SITIONUEVO,PUBLICO,ACTIVO,CAMION,1944,1
NORTE DE SANTANDER,OCANA,PARTICULAR,ACTIVO,MOTOCICLETA,1944,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,CAMIONETA,1944,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,MICROBUS,1944,2
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,MOTOCARRO,1944,1
TOLIMA,IBAGUE,PARTICULAR,ACTIVO,MOTOCICLETA,1944,1
VALLE DEL CAUCA,CALI,PARTICULAR,ACTIVO,AUTOMOVIL,1944,1
VALLE DEL CAUCA,FLORIDA,PARTICULAR,ACTIVO,MOTOCICLETA,1944,1
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,AUTOMOVIL,1944,1
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,MOTOCICLETA,1944,1
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,CAMION,1945,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1945,3
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,BUS,1945,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMION,1945,2
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMIONETA,1945,3
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMION,1945,3
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMPERO,1945,1
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,VOLQUETA,1945,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,AUTOMOVIL,1945,1
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,CAMION,1945,1
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMION,1945,5
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMIONETA,1945,4
BOGOTA D.C.,BOGOTA,PARTICULAR,ACTIVO,CAMPERO,1945,1
BOGOTA D.C.,BOGOTA,PUBLICO,ACTIVO,TRACTOCAMION,1945,1
BOLIVAR,SANTA ROSA,PARTICULAR,ACTIVO,CAMIONETA,1945,1
BOLIVAR,SANTA ROSA,PUBLICO,ACTIVO,TRACTOCAMION,1945,1
BOYACA,COMBITA,PUBLICO,ACTIVO,CAMION,1945,1
CAUCA,PUERTO TEJADA,PARTICULAR,ACTIVO,CAMION,1945,1
CUNDINAMARCA,TENJO,PARTICULAR,ACTIVO,CAMION,1945,1
NARINO,TANGUA,PARTICULAR,ACTIVO,VOLQUETA,1945,1
NARINO,TUQUERRES,PUBLICO,ACTIVO,CAMION,1945,1
SANTANDER,BARRANCABERMEJA,PARTICULAR,ACTIVO,CAMIONETA,1945,1
SANTANDER,BARRANCABERMEJA,PARTICULAR,ACTIVO,VOLQUETA,1945,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,BUS,1945,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,CAMIONETA,1945,1
SANTANDER,BUCARAMANGA,PARTICULAR,ACTIVO,MICROBUS,1945,1
VALLE DEL CAUCA,CALI,PARTICULAR,ACTIVO,AUTOMOVIL,1945,1
VALLE DEL CAUCA,CALI,PARTICULAR,ACTIVO,CAMIONETA,1945,1
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,CAMPERO,1945,1
ANTIOQUIA,ANDES,PUBLICO,ACTIVO,VOLQUETA,1946,1
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,AUTOMOVIL,1946,1
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,CAMION,1946,1
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,CAMION,1946,1
ANTIOQUIA,CAUCASIA,PUBLICO,ACTIVO,CAMION,1946,1
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,CAMION,1946,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,1946,2
ANTIOQUIA,ITAGUI,PUBLICO,ACTIVO,AUTOMOVIL,1946,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,CAMION,1946,2
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,1946,1
ANTIOQUIA,ITAGUI,PARTICULAR,ACTIVO,CAMPERO,1946,4
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,AUTOMOVIL,1946,43
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,BUS,1946,4
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMION,1946,14
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,CAMION,1946,2
ANTIOQUIA,MEDELLIN,PUBLICO,ACTIVO,CAMIONETA,1946,1
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMIONETA,1946,7
ANTIOQUIA,MEDELLIN,PARTICULAR,ACTIVO,CAMPERO,1946,9
ANTIOQUIA,RIONEGRO,PARTICULAR,ACTIVO,CAMIONETA,1946,1
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,AUTOMOVIL,1946,26
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,AUTOMOVIL,1946,58
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,BUS,1946,21
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,BUS,1946,3
ANTIOQUIA,SAN JERONIMO,PUBLICO,ACTIVO,CAMION,1946,84
ANTIOQUIA,SAN JERONIMO,PARTICULAR,ACTIVO,CAMION,1946,43
