NOMBRE_DEPARTAMENTO,NOMBRE_MUNICIPIO,NOMBRE_SERVICIO,ESTADO_DEL_VEHICULO,NOMBRE_DE_LA_CLASE,FECHA DE REGISTRO,CANTIDAD
VALLE DEL CAUCA,GUADALAJARA DE BUGA,OFICIAL,ACTIVO,CUATRIMOTO,2010,1
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PUBLICO,ACTIVO,MICROBUS,2010,2
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PARTICULAR,ACTIVO,MOTOCARRO,2010,11
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PARTICULAR,ACTIVO,MOTOCICLETA,2010,3737
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PUBLICO,ACTIVO,TRACTOCAMION,2010,2
VALLE DEL CAUCA,GUADALAJARA DE BUGA,PUBLICO,ACTIVO,VOLQUETA,2010,1
VALLE DEL CAUCA,JAMUNDI,PUBLICO,ACTIVO,AUTOMOVIL,2010,9
VALLE DEL CAUCA,JAMUNDI,PARTICULAR,ACTIVO,AUTOMOVIL,2010,275
VALLE DEL CAUCA,JAMUNDI,PUBLICO,ACTIVO,BUS,2010,5
VALLE DEL CAUCA,JAMUNDI,PUBLICO,ACTIVO,BUSETA,2010,1
VALLE DEL CAUCA,JAMUNDI,PUBLICO,ACTIVO,CAMION,2010,49
VALLE DEL CAUCA,JAMUNDI,PARTICULAR,ACTIVO,CAMIONETA,2010,63
VALLE DEL CAUCA,JAMUNDI,PUBLICO,ACTIVO,CAMIONETA,2010,32
VALLE DEL CAUCA,JAMUNDI,PARTICULAR,ACTIVO,CAMPERO,2010,30
VALLE DEL CAUCA,JAMUNDI,PARTICULAR,ACTIVO,CUATRIMOTO,2010,7
VALLE DEL CAUCA,JAMUNDI,PARTICULAR,ACTIVO,MAQ. AGRICOLA,2010,1
VALLE DEL CAUCA,JAMUNDI,PUBLICO,ACTIVO,MICROBUS,2010,18
VALLE DEL CAUCA,JAMUNDI,PARTICULAR,ACTIVO,MOTOCARRO,2010,2
VALLE DEL CAUCA,JAMUNDI,PARTICULAR,ACTIVO,MOTOCICLETA,2010,1010
VALLE DEL CAUCA,JAMUNDI,PUBLICO,ACTIVO,VOLQUETA,2010,3
VALLE DEL CAUCA,JAMUNDI,OFICIAL,ACTIVO,VOLQUETA,2010,3
VALLE DEL CAUCA,LA UNION,PARTICULAR,ACTIVO,AUTOMOVIL,2010,50
VALLE DEL CAUCA,LA UNION,PUBLICO,ACTIVO,CAMION,2010,15
VALLE DEL CAUCA,LA UNION,PUBLICO,ACTIVO,CAMIONETA,2010,1
VALLE DEL CAUCA,LA UNION,PARTICULAR,ACTIVO,CAMIONETA,2010,9
VALLE DEL CAUCA,LA UNION,PARTICULAR,ACTIVO,CAMPERO,2010,2
VALLE DEL CAUCA,LA UNION,PARTICULAR,ACTIVO,CUATRIMOTO,2010,1
VALLE DEL CAUCA,LA UNION,PUBLICO,ACTIVO,MICROBUS,2010,3
VALLE DEL CAUCA,LA UNION,PARTICULAR,ACTIVO,MICROBUS,2010,2
VALLE DEL CAUCA,LA UNION,PARTICULAR,ACTIVO,MOTOCICLETA,2010,615
VALLE DEL CAUCA,PALMIRA,PUBLICO,ACTIVO,AUTOMOVIL,2010,108
VALLE DEL CAUCA,PALMIRA,PARTICULAR,ACTIVO,AUTOMOVIL,2010,291
VALLE DEL CAUCA,PALMIRA,OFICIAL,ACTIVO,BUS,2010,1
VALLE DEL CAUCA,PALMIRA,PUBLICO,ACTIVO,CAMION,2010,6
VALLE DEL CAUCA,PALMIRA,OFICIAL,ACTIVO,CAMIONETA,2010,1
VALLE DEL CAUCA,PALMIRA,PARTICULAR,ACTIVO,CAMIONETA,2010,55
VALLE DEL CAUCA,PALMIRA,PUBLICO,ACTIVO,CAMIONETA,2010,1
VALLE DEL CAUCA,PALMIRA,PARTICULAR,ACTIVO,CAMPERO,2010,12
VALLE DEL CAUCA,PALMIRA,OFICIAL,ACTIVO,CAMPERO,2010,1
VALLE DEL CAUCA,PALMIRA,PARTICULAR,ACTIVO,CUATRIMOTO,2010,1
VALLE DEL CAUCA,PALMIRA,OFICIAL,ACTIVO,MICROBUS,2010,2
VALLE DEL CAUCA,PALMIRA,PARTICULAR,ACTIVO,MOTOCARRO,2010,8
VALLE DEL CAUCA,PALMIRA,PARTICULAR,ACTIVO,MOTOCICLETA,2010,1028
VALLE DEL CAUCA,PALMIRA,OFICIAL,ACTIVO,MOTOCICLETA,2010,29
VALLE DEL CAUCA,PALMIRA,PUBLICO,ACTIVO,VOLQUETA,2010,1
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,AUTOMOVIL,2010,105
VALLE DEL CAUCA,PRADERA,PUBLICO,ACTIVO,BUS,2010,4
VALLE DEL CAUCA,PRADERA,PUBLICO,ACTIVO,BUSETA,2010,2
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,BUSETA,2010,2
VALLE DEL CAUCA,PRADERA,PUBLICO,ACTIVO,CAMION,2010,4
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,CAMIONETA,2010,39
VALLE DEL CAUCA,PRADERA,PUBLICO,ACTIVO,CAMIONETA,2010,6
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,CAMPERO,2010,10
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,CUATRIMOTO,2010,28
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,MAQ. AGRICOLA,2010,19
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,2010,3
VALLE DEL CAUCA,PRADERA,PUBLICO,ACTIVO,MICROBUS,2010,2
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,MOTOCARRO,2010,6
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,MOTOCICLETA,2010,3257
VALLE DEL CAUCA,PRADERA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2010,3
VALLE DEL CAUCA,PRADERA,PARTICULAR,ACTIVO,TRACTOCAMION,2010,1
VALLE DEL CAUCA,PRADERA,PUBLICO,ACTIVO,TRACTOCAMION,2010,5
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,AUTOMOVIL,2010,56
VALLE DEL CAUCA,ROLDANILLO,PUBLICO,ACTIVO,AUTOMOVIL,2010,2
VALLE DEL CAUCA,ROLDANILLO,PUBLICO,ACTIVO,CAMION,2010,8
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,CAMION,2010,1
VALLE DEL CAUCA,ROLDANILLO,PUBLICO,ACTIVO,CAMIONETA,2010,1
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,CAMIONETA,2010,13
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,CAMPERO,2010,7
VALLE DEL CAUCA,ROLDANILLO,PUBLICO,ACTIVO,MICROBUS,2010,17
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,MICROBUS,2010,1
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,MOTOCARRO,2010,2
VALLE DEL CAUCA,ROLDANILLO,OFICIAL,ACTIVO,MOTOCICLETA,2010,1
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,MOTOCICLETA,2010,501
VALLE DEL CAUCA,ROLDANILLO,PARTICULAR,ACTIVO,SIN CLASE,2010,1
VALLE DEL CAUCA,SEVILLA,PUBLICO,ACTIVO,AUTOMOVIL,2010,2
VALLE DEL CAUCA,SEVILLA,PARTICULAR,ACTIVO,AUTOMOVIL,2010,31
VALLE DEL CAUCA,SEVILLA,PUBLICO,ACTIVO,CAMION,2010,5
VALLE DEL CAUCA,SEVILLA,PUBLICO,ACTIVO,CAMIONETA,2010,3
VALLE DEL CAUCA,SEVILLA,PARTICULAR,ACTIVO,CAMIONETA,2010,13
VALLE DEL CAUCA,SEVILLA,PARTICULAR,ACTIVO,CAMPERO,2010,5
VALLE DEL CAUCA,SEVILLA,PUBLICO,ACTIVO,MICROBUS,2010,1
VALLE DEL CAUCA,SEVILLA,PARTICULAR,ACTIVO,MOTOCICLETA,2010,252
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,AUTOMOVIL,2010,426
VALLE DEL CAUCA,TULUA,PUBLICO,ACTIVO,AUTOMOVIL,2010,46
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,BUS,2010,1
VALLE DEL CAUCA,TULUA,PUBLICO,ACTIVO,CAMION,2010,14
VALLE DEL CAUCA,TULUA,OFICIAL,ACTIVO,CAMION,2010,1
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,CAMIONETA,2010,76
VALLE DEL CAUCA,TULUA,PUBLICO,ACTIVO,CAMIONETA,2010,3
VALLE DEL CAUCA,TULUA,OFICIAL,ACTIVO,CAMIONETA,2010,2
VALLE DEL CAUCA,TULUA,OFICIAL,ACTIVO,CAMPERO,2010,2
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,CAMPERO,2010,38
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,CUATRIMOTO,2010,6
VALLE DEL CAUCA,TULUA,PUBLICO,ACTIVO,MICROBUS,2010,1
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,MOTOCARRO,2010,4
VALLE DEL CAUCA,TULUA,OFICIAL,ACTIVO,MOTOCICLETA,2010,27
VALLE DEL CAUCA,TULUA,PARTICULAR,ACTIVO,MOTOCICLETA,2010,3157
VALLE DEL CAUCA,TULUA,PUBLICO,ACTIVO,TRACTOCAMION,2010,1
VALLE DEL CAUCA,VIJES,PARTICULAR,ACTIVO,AUTOMOVIL,2010,2
VALLE DEL CAUCA,VIJES,PARTICULAR,ACTIVO,MOTOCICLETA,2010,1
VALLE DEL CAUCA,YOTOCO,PARTICULAR,ACTIVO,AUTOMOVIL,2010,5
VALLE DEL CAUCA,YOTOCO,PUBLICO,ACTIVO,CAMION,2010,1
VALLE DEL CAUCA,YOTOCO,PARTICULAR,ACTIVO,CAMIONETA,2010,5
VALLE DEL CAUCA,YOTOCO,PARTICULAR,ACTIVO,CAMPERO,2010,1
VALLE DEL CAUCA,YOTOCO,PUBLICO,ACTIVO,CAMPERO,2010,1
VALLE DEL CAUCA,YOTOCO,PARTICULAR,ACTIVO,MOTOCARRO,2010,1
VALLE DEL CAUCA,YOTOCO,PARTICULAR,ACTIVO,MOTOCICLETA,2010,4
VALLE DEL CAUCA,YUMBO,PARTICULAR,ACTIVO,AUTOMOVIL,2010,74
VALLE DEL CAUCA,YUMBO,PUBLICO,ACTIVO,AUTOMOVIL,2010,29
VALLE DEL CAUCA,YUMBO,PUBLICO,ACTIVO,BUS,2010,2
VALLE DEL CAUCA,YUMBO,PUBLICO,ACTIVO,BUSETA,2010,1
VALLE DEL CAUCA,YUMBO,PUBLICO,ACTIVO,CAMION,2010,9
VALLE DEL CAUCA,YUMBO,PARTICULAR,ACTIVO,CAMION,2010,1
VALLE DEL CAUCA,YUMBO,PARTICULAR,ACTIVO,CAMIONETA,2010,31
VALLE DEL CAUCA,YUMBO,PUBLICO,ACTIVO,CAMIONETA,2010,12
VALLE DEL CAUCA,YUMBO,PARTICULAR,ACTIVO,CAMPERO,2010,5
VALLE DEL CAUCA,YUMBO,PARTICULAR,ACTIVO,CUATRIMOTO,2010,1
VALLE DEL CAUCA,YUMBO,PUBLICO,ACTIVO,MICROBUS,2010,3
VALLE DEL CAUCA,YUMBO,PARTICULAR,ACTIVO,MOTOCARRO,2010,1
VALLE DEL CAUCA,YUMBO,PARTICULAR,ACTIVO,MOTOCICLETA,2010,230
VALLE DEL CAUCA,YUMBO,PUBLICO,ACTIVO,TRACTOCAMION,2010,2
VALLE DEL CAUCA,ZARZAL,PARTICULAR,ACTIVO,AUTOMOVIL,2010,23
VALLE DEL CAUCA,ZARZAL,PUBLICO,ACTIVO,CAMION,2010,4
VALLE DEL CAUCA,ZARZAL,PUBLICO,ACTIVO,CAMIONETA,2010,2
VALLE DEL CAUCA,ZARZAL,PARTICULAR,ACTIVO,CAMIONETA,2010,12
VALLE DEL CAUCA,ZARZAL,PARTICULAR,ACTIVO,CAMPERO,2010,2
VALLE DEL CAUCA,ZARZAL,PARTICULAR,ACTIVO,CUATRIMOTO,2010,2
VALLE DEL CAUCA,ZARZAL,PUBLICO,ACTIVO,MICROBUS,2010,1
VALLE DEL CAUCA,ZARZAL,OFICIAL,ACTIVO,MICROBUS,2010,1
VALLE DEL CAUCA,ZARZAL,PARTICULAR,ACTIVO,MOTOCARRO,2010,2
VALLE DEL CAUCA,ZARZAL,OFICIAL,ACTIVO,MOTOCICLETA,2010,5
VALLE DEL CAUCA,ZARZAL,PARTICULAR,ACTIVO,MOTOCICLETA,2010,1411
VALLE DEL CAUCA,ZARZAL,PARTICULAR,ACTIVO,TRACTOCAMION,2010,5
VALLE DEL CAUCA,ZARZAL,PUBLICO,ACTIVO,TRACTOCAMION,2010,1
VALLE DEL CAUCA,ZARZAL,PARTICULAR,ACTIVO,VOLQUETA,2010,1
VICHADA,PUERTO CARRENO,PARTICULAR,ACTIVO,AUTOMOVIL,2010,1
VICHADA,PUERTO CARRENO,PUBLICO,ACTIVO,CAMION,2010,1
VICHADA,PUERTO CARRENO,PARTICULAR,ACTIVO,CAMIONETA,2010,3
VICHADA,PUERTO CARRENO,PARTICULAR,ACTIVO,CAMPERO,2010,1
VICHADA,PUERTO CARRENO,PARTICULAR,ACTIVO,MOTOCICLETA,2010,1
AMAZONAS,LETICIA,PARTICULAR,ACTIVO,AUTOMOVIL,2011,7
AMAZONAS,LETICIA,PUBLICO,ACTIVO,AUTOMOVIL,2011,4
AMAZONAS,LETICIA,PARTICULAR,ACTIVO,CAMIONETA,2011,2
AMAZONAS,LETICIA,PUBLICO,ACTIVO,CAMIONETA,2011,1
AMAZONAS,LETICIA,OFICIAL,ACTIVO,CAMIONETA,2011,1
AMAZONAS,LETICIA,PUBLICO,ACTIVO,MICROBUS,2011,1
AMAZONAS,LETICIA,PARTICULAR,ACTIVO,MOTOCARRO,2011,1
AMAZONAS,LETICIA,PARTICULAR,ACTIVO,MOTOCICLETA,2011,2217
AMAZONAS,LETICIA,OFICIAL,ACTIVO,MOTOCICLETA,2011,1
ANTIOQUIA,AMALFI,PARTICULAR,ACTIVO,AUTOMOVIL,2011,1
ANTIOQUIA,AMALFI,PARTICULAR,ACTIVO,CAMIONETA,2011,1
ANTIOQUIA,AMALFI,PARTICULAR,ACTIVO,MOTOCARRO,2011,1
ANTIOQUIA,AMALFI,PARTICULAR,ACTIVO,MOTOCICLETA,2011,24
ANTIOQUIA,ANDES,PUBLICO,ACTIVO,AUTOMOVIL,2011,13
ANTIOQUIA,ANDES,PARTICULAR,ACTIVO,AUTOMOVIL,2011,3
ANTIOQUIA,ANDES,PUBLICO,ACTIVO,CAMION,2011,2
ANTIOQUIA,ANDES,PUBLICO,ACTIVO,CAMIONETA,2011,8
ANTIOQUIA,ANDES,PARTICULAR,ACTIVO,CAMIONETA,2011,8
ANTIOQUIA,ANDES,PARTICULAR,ACTIVO,CAMPERO,2011,3
ANTIOQUIA,ANDES,PARTICULAR,ACTIVO,MICROBUS,2011,1
ANTIOQUIA,ANDES,PUBLICO,ACTIVO,MICROBUS,2011,1
ANTIOQUIA,ANDES,PARTICULAR,ACTIVO,MOTOCARRO,2011,4
ANTIOQUIA,ANDES,PARTICULAR,ACTIVO,MOTOCICLETA,2011,612
ANTIOQUIA,ANDES,PUBLICO,ACTIVO,VOLQUETA,2011,3
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,AUTOMOVIL,2011,30
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,AUTOMOVIL,2011,10
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,BUSETA,2011,1
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,CAMION,2011,1
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,CAMIONETA,2011,2
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,CAMIONETA,2011,1
ANTIOQUIA,APARTADO,OFICIAL,ACTIVO,CAMIONETA,2011,1
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,CUATRIMOTO,2011,2
ANTIOQUIA,APARTADO,PUBLICO,ACTIVO,MICROBUS,2011,1
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,MOTOCARRO,2011,11
ANTIOQUIA,APARTADO,PARTICULAR,ACTIVO,MOTOCICLETA,2011,923
ANTIOQUIA,BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,2011,19
ANTIOQUIA,BARBOSA,PUBLICO,ACTIVO,AUTOMOVIL,2011,1
ANTIOQUIA,BARBOSA,PUBLICO,ACTIVO,BUS,2011,19
ANTIOQUIA,BARBOSA,PUBLICO,ACTIVO,BUSETA,2011,1
ANTIOQUIA,BARBOSA,PUBLICO,ACTIVO,CAMION,2011,16
ANTIOQUIA,BARBOSA,PUBLICO,ACTIVO,CAMIONETA,2011,3
ANTIOQUIA,BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,2011,15
ANTIOQUIA,BARBOSA,PARTICULAR,ACTIVO,CAMPERO,2011,7
ANTIOQUIA,BARBOSA,PARTICULAR,ACTIVO,MOTOCARRO,2011,1
ANTIOQUIA,BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,2011,22
ANTIOQUIA,BARBOSA,PUBLICO,ACTIVO,TRACTOCAMION,2011,3
ANTIOQUIA,BARBOSA,PUBLICO,ACTIVO,VOLQUETA,2011,7
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,AUTOMOVIL,2011,155
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,AUTOMOVIL,2011,292
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,BUS,2011,34
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,BUSETA,2011,3
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,CAMION,2011,338
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,CAMIONETA,2011,487
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,CAMIONETA,2011,75
ANTIOQUIA,BELLO,OFICIAL,ACTIVO,CAMIONETA,2011,2
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,CAMPERO,2011,42
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,CAMPERO,2011,2
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,MICROBUS,2011,25
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,MOTOCARRO,2011,2
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,MOTOCARRO,2011,71
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,MOTOCICLETA,2011,175
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,TRACTOCAMION,2011,258
ANTIOQUIA,BELLO,PARTICULAR,ACTIVO,VOLQUETA,2011,1
ANTIOQUIA,BELLO,PUBLICO,ACTIVO,VOLQUETA,2011,16
ANTIOQUIA,CALDAS,PARTICULAR,ACTIVO,AUTOMOVIL,2011,49
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,AUTOMOVIL,2011,6
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,BUS,2011,2
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,BUSETA,2011,1
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,CAMION,2011,12
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,CAMIONETA,2011,2
ANTIOQUIA,CALDAS,PARTICULAR,ACTIVO,CAMIONETA,2011,15
ANTIOQUIA,CALDAS,PARTICULAR,ACTIVO,CAMPERO,2011,5
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,MICROBUS,2011,7
ANTIOQUIA,CALDAS,PARTICULAR,ACTIVO,MOTOCICLETA,2011,197
ANTIOQUIA,CALDAS,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2011,1
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,TRACTOCAMION,2011,3
ANTIOQUIA,CALDAS,PUBLICO,ACTIVO,VOLQUETA,2011,7
ANTIOQUIA,CAREPA,PARTICULAR,ACTIVO,AUTOMOVIL,2011,1
ANTIOQUIA,CAREPA,PUBLICO,ACTIVO,BUS,2011,1
ANTIOQUIA,CAREPA,PARTICULAR,ACTIVO,CUATRIMOTO,2011,1
ANTIOQUIA,CAREPA,PARTICULAR,ACTIVO,MOTOCARRO,2011,2
ANTIOQUIA,CAREPA,PARTICULAR,ACTIVO,MOTOCICLETA,2011,536
ANTIOQUIA,CAUCASIA,OFICIAL,ACTIVO,AUTOMOVIL,2011,1
ANTIOQUIA,CAUCASIA,PUBLICO,ACTIVO,AUTOMOVIL,2011,30
ANTIOQUIA,CAUCASIA,PARTICULAR,ACTIVO,AUTOMOVIL,2011,3
ANTIOQUIA,CAUCASIA,PARTICULAR,ACTIVO,CAMIONETA,2011,4
ANTIOQUIA,CAUCASIA,PUBLICO,ACTIVO,CAMIONETA,2011,3
ANTIOQUIA,CAUCASIA,PARTICULAR,ACTIVO,CAMPERO,2011,1
ANTIOQUIA,CAUCASIA,PARTICULAR,ACTIVO,MAQ. AGRICOLA,2011,1
ANTIOQUIA,CAUCASIA,PARTICULAR,ACTIVO,MOTOCARRO,2011,19
ANTIOQUIA,CAUCASIA,PARTICULAR,ACTIVO,MOTOCICLETA,2011,851
ANTIOQUIA,CAUCASIA,PUBLICO,ACTIVO,VOLQUETA,2011,1
ANTIOQUIA,CHIGORODO,PUBLICO,ACTIVO,AUTOMOVIL,2011,2
ANTIOQUIA,CHIGORODO,PARTICULAR,ACTIVO,AUTOMOVIL,2011,2
ANTIOQUIA,CHIGORODO,PUBLICO,ACTIVO,CAMIONETA,2011,1
ANTIOQUIA,CHIGORODO,PARTICULAR,ACTIVO,CUATRIMOTO,2011,1
ANTIOQUIA,CHIGORODO,PARTICULAR,ACTIVO,MOTOCARRO,2011,1
ANTIOQUIA,CHIGORODO,PARTICULAR,ACTIVO,MOTOCICLETA,2011,1081
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,AUTOMOVIL,2011,3
ANTIOQUIA,CIUDAD BOLIVAR,PUBLICO,ACTIVO,AUTOMOVIL,2011,2
ANTIOQUIA,CIUDAD BOLIVAR,PUBLICO,ACTIVO,CAMION,2011,1
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,CAMIONETA,2011,7
ANTIOQUIA,CIUDAD BOLIVAR,PUBLICO,ACTIVO,CAMIONETA,2011,2
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,CAMPERO,2011,2
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,CUATRIMOTO,2011,3
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,MOTOCARRO,2011,6
ANTIOQUIA,CIUDAD BOLIVAR,PARTICULAR,ACTIVO,MOTOCICLETA,2011,1358
ANTIOQUIA,COPACABANA,PARTICULAR,ACTIVO,AUTOMOVIL,2011,135
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,AUTOMOVIL,2011,17
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,BUS,2011,5
ANTIOQUIA,COPACABANA,OFICIAL,ACTIVO,BUS,2011,1
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,BUSETA,2011,5
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,CAMION,2011,23
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,CAMIONETA,2011,9
ANTIOQUIA,COPACABANA,PARTICULAR,ACTIVO,CAMIONETA,2011,50
ANTIOQUIA,COPACABANA,PARTICULAR,ACTIVO,CAMPERO,2011,24
ANTIOQUIA,COPACABANA,PARTICULAR,ACTIVO,CUATRIMOTO,2011,2
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,MICROBUS,2011,19
ANTIOQUIA,COPACABANA,PARTICULAR,ACTIVO,MOTOCICLETA,2011,581
ANTIOQUIA,COPACABANA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2011,5
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,TRACTOCAMION,2011,8
ANTIOQUIA,COPACABANA,PUBLICO,ACTIVO,VOLQUETA,2011,10
ANTIOQUIA,DON MATIAS,PARTICULAR,ACTIVO,AUTOMOVIL,2011,12
ANTIOQUIA,DON MATIAS,PUBLICO,ACTIVO,BUS,2011,1
ANTIOQUIA,DON MATIAS,OFICIAL,ACTIVO,CAMION,2011,1
ANTIOQUIA,DON MATIAS,PARTICULAR,ACTIVO,CAMION,2011,1
ANTIOQUIA,DON MATIAS,PUBLICO,ACTIVO,CAMION,2011,22
ANTIOQUIA,DON MATIAS,PARTICULAR,ACTIVO,CAMIONETA,2011,19
ANTIOQUIA,DON MATIAS,OFICIAL,ACTIVO,CAMPERO,2011,1
ANTIOQUIA,DON MATIAS,PARTICULAR,ACTIVO,CAMPERO,2011,6
ANTIOQUIA,DON MATIAS,PARTICULAR,ACTIVO,CUATRIMOTO,2011,2
ANTIOQUIA,DON MATIAS,PUBLICO,ACTIVO,MICROBUS,2011,3
ANTIOQUIA,DON MATIAS,PARTICULAR,ACTIVO,MOTOCICLETA,2011,281
ANTIOQUIA,DON MATIAS,PUBLICO,ACTIVO,TRACTOCAMION,2011,22
ANTIOQUIA,EL CARMEN DE VIBORAL,PARTICULAR,ACTIVO,AUTOMOVIL,2011,53
ANTIOQUIA,EL CARMEN DE VIBORAL,PUBLICO,ACTIVO,CAMION,2011,3
ANTIOQUIA,EL CARMEN DE VIBORAL,PUBLICO,ACTIVO,CAMIONETA,2011,3
ANTIOQUIA,EL CARMEN DE VIBORAL,PARTICULAR,ACTIVO,CAMIONETA,2011,15
ANTIOQUIA,EL CARMEN DE VIBORAL,PARTICULAR,ACTIVO,CAMPERO,2011,4
ANTIOQUIA,EL CARMEN DE VIBORAL,PARTICULAR,ACTIVO,MOTOCARRO,2011,1
ANTIOQUIA,EL CARMEN DE VIBORAL,OFICIAL,ACTIVO,MOTOCICLETA,2011,3
ANTIOQUIA,EL CARMEN DE VIBORAL,PARTICULAR,ACTIVO,MOTOCICLETA,2011,558
ANTIOQUIA,EL CARMEN DE VIBORAL,PUBLICO,ACTIVO,VOLQUETA,2011,3
ANTIOQUIA,EL SANTUARIO,PARTICULAR,ACTIVO,AUTOMOVIL,2011,51
ANTIOQUIA,EL SANTUARIO,PARTICULAR,ACTIVO,CAMION,2011,1
ANTIOQUIA,EL SANTUARIO,PUBLICO,ACTIVO,CAMION,2011,7
ANTIOQUIA,EL SANTUARIO,PUBLICO,ACTIVO,CAMIONETA,2011,3
ANTIOQUIA,EL SANTUARIO,OFICIAL,ACTIVO,CAMIONETA,2011,1
ANTIOQUIA,EL SANTUARIO,PARTICULAR,ACTIVO,CAMIONETA,2011,22
ANTIOQUIA,EL SANTUARIO,PARTICULAR,ACTIVO,CAMPERO,2011,18
ANTIOQUIA,EL SANTUARIO,PARTICULAR,ACTIVO,CUATRIMOTO,2011,1
ANTIOQUIA,EL SANTUARIO,PARTICULAR,ACTIVO,MOTOCICLETA,2011,379
ANTIOQUIA,EL SANTUARIO,PUBLICO,ACTIVO,TRACTOCAMION,2011,3
ANTIOQUIA,EL SANTUARIO,PUBLICO,ACTIVO,VOLQUETA,2011,1
ANTIOQUIA,ENVIGADO,OFICIAL,ACTIVO,AUTOMOVIL,2011,1
ANTIOQUIA,ENVIGADO,PARTICULAR,ACTIVO,AUTOMOVIL,2011,13592
ANTIOQUIA,ENVIGADO,PUBLICO,ACTIVO,AUTOMOVIL,2011,311
